date,to_type,sport,store,turnover,quantity,nb_transaction
9/26/2017 0:00,offline,CLIMBING,1618,3696,88,42
9/26/2017 0:00,online,CYCLING,191,845,65,13
9/26/2017 0:00,online,BOXING,191,1496,34,44
9/26/2017 0:00,offline,KAYAK/SUP,1618,1920,20,96
9/26/2017 0:00,offline,CLIMBING,1614,494,38,13
9/26/2017 0:00,online,SKATE/ROLLER,191,420,7,60
9/26/2017 0:00,offline,SKI,1614,558,9,62
9/26/2017 0:00,offline,VOLLEYBALL,1614,6232,76,82
9/26/2017 0:00,online,PILATES,191,500,20,25
9/26/2017 0:00,online,JOG/RUN,191,2175,25,87
9/26/2017 0:00,online,FITNESS,191,1880,40,47
9/26/2017 0:00,offline,BASKETBALL,1618,738,41,18
9/26/2017 0:00,offline,TABLE_TENNIS,1614,171,3,57
9/26/2017 0:00,online,FOOTBALL,191,6790,97,70
9/26/2017 0:00,offline,TABLE_TENNIS,1618,440,55,8
9/26/2017 0:00,offline,TRAIL,1614,4500,90,50
9/26/2017 0:00,offline,SAILING,1614,480,10,48
9/26/2017 0:00,offline,KAYAK/SUP,1614,3182,43,74
9/27/2017 0:00,offline,DIVING,1618,222,74,3
9/27/2017 0:00,offline,TABLE_TENNIS,1618,305,61,5
9/27/2017 0:00,offline,YOGA,1614,1763,41,43
9/27/2017 0:00,offline,CROSSTRAIN,1618,6142,74,83
9/27/2017 0:00,offline,UNKNOWN,1614,2886,74,39
9/27/2017 0:00,offline,HIKING/TREKKING,1614,4560,60,76
9/27/2017 0:00,offline,CROSSTRAIN,1614,2673,99,27
9/27/2017 0:00,offline,FITNESS,1614,1480,40,37
9/27/2017 0:00,offline,RUGBY,1614,300,4,75
9/27/2017 0:00,offline,TRAIL,1614,3648,48,76
9/27/2017 0:00,offline,VOLLEYBALL,1618,1640,82,20
9/27/2017 0:00,online,SKI,191,5208,56,93
9/27/2017 0:00,offline,VOLLEYBALL,1614,1560,39,40
9/27/2017 0:00,offline,FITNESS,1618,1840,20,92
9/27/2017 0:00,offline,GOLF,1614,248,31,8
9/27/2017 0:00,offline,CYCLING,1614,1659,79,21
9/27/2017 0:00,online,FITNESS,191,1869,21,89
9/27/2017 0:00,offline,JOG/RUN,1618,2146,29,74
9/27/2017 0:00,offline,FOOTBALL,1618,86,43,2
9/27/2017 0:00,offline,JOG/RUN,1614,8217,83,99
9/27/2017 0:00,offline,PILATES,1618,2650,53,50
9/27/2017 0:00,online,PILATES,191,336,24,14
9/27/2017 0:00,offline,TRIATHLON,1614,1690,26,65
9/27/2017 0:00,offline,SAILING,1614,2610,90,29
9/27/2017 0:00,offline,SKI,1614,2059,29,71
9/27/2017 0:00,online,TABLE_TENNIS,191,9216,96,96
9/27/2017 0:00,offline,FOOTBALL,1614,375,25,15
9/27/2017 0:00,offline,SWIMMING,1614,3116,82,38
9/27/2017 0:00,online,KAYAK/SUP,191,6336,64,99
9/27/2017 0:00,offline,TABLE_TENNIS,1614,812,58,14
9/27/2017 0:00,online,FOOTBALL,191,250,25,10
9/27/2017 0:00,offline,TENNIS,1614,85,5,17
9/27/2017 0:00,offline,TENNIS,1618,1012,11,92
9/27/2017 0:00,offline,SURFING,1614,759,33,23
9/27/2017 0:00,offline,PILATES,1614,996,83,12
9/27/2017 0:00,offline,TRIATHLON,1618,6480,80,81
9/27/2017 0:00,online,SWIMMING,191,1728,18,96
9/27/2017 0:00,offline,SKATE/ROLLER,1614,86,43,2
9/27/2017 0:00,offline,SKATE/ROLLER,1618,5005,65,77
9/27/2017 0:00,offline,CLIMBING,1614,5544,66,84
9/27/2017 0:00,online,GOLF,191,7482,87,86
9/27/2017 0:00,offline,KAYAK/SUP,1618,2604,42,62
9/27/2017 0:00,offline,YOGA,1618,3584,64,56
9/27/2017 0:00,offline,SWIMMING,1618,5440,80,68
9/27/2017 0:00,offline,BOXING,1618,3402,42,81
9/27/2017 0:00,offline,SURFING,1618,1840,23,80
9/27/2017 0:00,offline,BASKETBALL,1614,1672,22,76
9/27/2017 0:00,online,TRAIL,191,1342,22,61
9/27/2017 0:00,offline,TRAIL,1618,65,5,13
9/27/2017 0:00,online,SKATE/ROLLER,191,1890,63,30
9/27/2017 0:00,online,JOG/RUN,191,2703,51,53
9/27/2017 0:00,offline,BADMINTON,1614,351,9,39
9/27/2017 0:00,offline,DIVING,1614,1800,40,45
9/27/2017 0:00,online,YOGA,191,252,7,36
9/27/2017 0:00,online,Others,191,765,85,9
9/27/2017 0:00,offline,BADMINTON,1618,4662,74,63
9/27/2017 0:00,online,CROSSTRAIN,191,340,4,85
9/27/2017 0:00,online,SURFING,191,1932,23,84
9/27/2017 0:00,offline,CLIMBING,1618,80,4,20
9/27/2017 0:00,online,CYCLING,191,162,2,81
9/27/2017 0:00,offline,SQUASH,1618,328,41,8
9/27/2017 0:00,offline,HIKING/TREKKING,1618,432,9,48
9/27/2017 0:00,online,DIVING,191,7476,89,84
9/27/2017 0:00,offline,CYCLING,1618,1932,28,69
9/27/2017 0:00,offline,GOLF,1618,4214,43,98
9/27/2017 0:00,offline,KAYAK/SUP,1614,160,16,10
9/27/2017 0:00,offline,BASKETBALL,1618,6305,97,65
9/27/2017 0:00,offline,Others,1618,380,10,38
9/27/2017 0:00,offline,UNKNOWN,1618,4094,46,89
9/27/2017 0:00,online,HIKING/TREKKING,191,832,32,26
9/28/2017 0:00,offline,SWIMMING,1618,1947,59,33
9/28/2017 0:00,offline,FITNESS,1614,990,33,30
9/28/2017 0:00,offline,SKATE/ROLLER,1618,960,12,80
9/28/2017 0:00,offline,KAYAK/SUP,1618,884,68,13
9/28/2017 0:00,offline,PILATES,1614,3256,88,37
9/28/2017 0:00,offline,JOG/RUN,1614,15,3,5
9/28/2017 0:00,offline,PILATES,1618,8820,90,98
9/28/2017 0:00,offline,SURFING,1614,6384,84,76
9/28/2017 0:00,offline,TRIATHLON,1618,1536,48,32
9/28/2017 0:00,offline,RUGBY,1614,650,13,50
9/28/2017 0:00,offline,BASKETBALL,1618,3550,71,50
9/28/2017 0:00,offline,HIKING/TREKKING,1614,752,16,47
9/28/2017 0:00,offline,TRIATHLON,1614,175,7,25
9/28/2017 0:00,offline,TRAIL,1618,8100,90,90
9/28/2017 0:00,offline,BADMINTON,1618,7743,89,87
9/28/2017 0:00,offline,DIVING,1618,2560,40,64
9/28/2017 0:00,online,SURFING,191,300,12,25
9/28/2017 0:00,offline,BASKETBALL,1614,1650,50,33
9/28/2017 0:00,online,DIVING,191,6776,77,88
9/28/2017 0:00,offline,FOOTBALL,1614,2378,82,29
9/28/2017 0:00,offline,FOOTBALL,1618,6160,77,80
9/28/2017 0:00,offline,TENNIS,1614,4440,60,74
9/28/2017 0:00,offline,BADMINTON,1614,3168,33,96
9/28/2017 0:00,offline,SWIMMING,1614,6120,68,90
9/28/2017 0:00,online,JOG/RUN,191,1771,23,77
9/28/2017 0:00,online,Others,191,6039,99,61
9/28/2017 0:00,offline,HIKING/TREKKING,1618,2100,42,50
9/28/2017 0:00,offline,SURFING,1618,5376,64,84
9/28/2017 0:00,offline,JOG/RUN,1618,900,90,10
9/28/2017 0:00,offline,YOGA,1618,532,14,38
9/28/2017 0:00,offline,BOXING,1618,370,5,74
9/28/2017 0:00,offline,CLIMBING,1614,1617,33,49
9/28/2017 0:00,offline,TENNIS,1618,1900,38,50
9/28/2017 0:00,offline,DIVING,1614,5888,64,92
9/28/2017 0:00,online,TENNIS,191,1273,67,19
9/28/2017 0:00,offline,CYCLING,1614,198,3,66
9/28/2017 0:00,offline,YOGA,1614,832,16,52
9/28/2017 0:00,offline,SKATE/ROLLER,1614,4030,62,65
9/28/2017 0:00,offline,TRAIL,1614,4335,85,51
9/28/2017 0:00,offline,GOLF,1618,65,13,5
9/28/2017 0:00,offline,UNKNOWN,1618,7007,91,77
9/28/2017 0:00,offline,CROSSTRAIN,1614,4500,60,75
9/28/2017 0:00,offline,Others,1618,3500,50,70
9/28/2017 0:00,online,HIKING/TREKKING,191,960,80,12
9/28/2017 0:00,online,CYCLING,191,2120,40,53
9/28/2017 0:00,offline,CLIMBING,1618,1958,89,22
9/28/2017 0:00,offline,TABLE_TENNIS,1618,4736,64,74
9/28/2017 0:00,offline,VOLLEYBALL,1618,4200,50,84
9/28/2017 0:00,online,FOOTBALL,191,3000,75,40
9/28/2017 0:00,offline,VOLLEYBALL,1614,72,1,72
9/28/2017 0:00,offline,UNKNOWN,1614,696,87,8
9/28/2017 0:00,offline,GOLF,1614,1786,38,47
9/28/2017 0:00,offline,Others,1614,1513,89,17
9/28/2017 0:00,online,CROSSTRAIN,191,3234,66,49
9/28/2017 0:00,online,FITNESS,191,3850,70,55
9/28/2017 0:00,offline,CYCLING,1618,2542,62,41
9/28/2017 0:00,online,YOGA,191,1870,55,34
9/28/2017 0:00,online,KAYAK/SUP,191,2400,50,48
9/28/2017 0:00,offline,SKI,1614,3864,84,46
9/28/2017 0:00,offline,TABLE_TENNIS,1614,2040,40,51
9/28/2017 0:00,offline,SQUASH,1618,2244,51,44
9/28/2017 0:00,offline,FITNESS,1618,4189,71,59
9/28/2017 0:00,offline,KAYAK/SUP,1614,725,29,25
9/28/2017 0:00,offline,CROSSTRAIN,1618,826,14,59
9/28/2017 0:00,online,TRAIL,191,3108,42,74
9/28/2017 0:00,online,BADMINTON,191,4410,98,45
9/29/2017 0:00,offline,FITNESS,1618,90,1,90
9/29/2017 0:00,offline,CROSSTRAIN,1618,620,10,62
9/29/2017 0:00,offline,HIKING/TREKKING,1614,627,57,11
9/29/2017 0:00,offline,SKI,1614,640,8,80
9/29/2017 0:00,offline,JOG/RUN,1614,96,32,3
9/29/2017 0:00,offline,FOOTBALL,1618,2080,52,40
9/29/2017 0:00,offline,CROSSTRAIN,1614,312,4,78
9/29/2017 0:00,online,SWIMMING,191,1221,33,37
9/29/2017 0:00,offline,VOLLEYBALL,1614,6072,92,66
9/29/2017 0:00,online,SURFING,191,374,22,17
9/29/2017 0:00,offline,PILATES,1618,1716,66,26
9/29/2017 0:00,offline,JOG/RUN,1618,884,26,34
9/29/2017 0:00,offline,SWIMMING,1614,1008,14,72
9/29/2017 0:00,online,TRIATHLON,191,8281,91,91
9/29/2017 0:00,offline,CYCLING,1614,936,13,72
9/29/2017 0:00,offline,FITNESS,1614,287,7,41
9/29/2017 0:00,offline,CLIMBING,1614,1100,50,22
9/29/2017 0:00,offline,TENNIS,1614,1710,90,19
9/29/2017 0:00,online,TRAIL,191,280,40,7
9/29/2017 0:00,offline,SURFING,1614,1479,17,87
9/29/2017 0:00,offline,TENNIS,1618,378,21,18
9/29/2017 0:00,offline,BASKETBALL,1614,1485,99,15
9/29/2017 0:00,offline,BADMINTON,1618,4176,87,48
9/29/2017 0:00,offline,PILATES,1614,4140,60,69
9/29/2017 0:00,online,Others,191,3080,40,77
9/29/2017 0:00,online,CROSSTRAIN,191,28,2,14
9/29/2017 0:00,offline,YOGA,1618,53,1,53
9/29/2017 0:00,online,SKI,191,12,2,6
9/29/2017 0:00,online,DIVING,191,4550,65,70
9/29/2017 0:00,offline,FOOTBALL,1614,1748,38,46
9/29/2017 0:00,offline,GOLF,1614,2204,58,38
9/29/2017 0:00,offline,TRIATHLON,1618,3871,79,49
9/29/2017 0:00,online,JOG/RUN,191,1056,12,88
9/29/2017 0:00,offline,SURFING,1618,855,57,15
9/29/2017 0:00,offline,BADMINTON,1614,1245,15,83
9/29/2017 0:00,offline,SWIMMING,1618,255,17,15
9/29/2017 0:00,offline,DIVING,1618,2686,79,34
9/29/2017 0:00,offline,TRIATHLON,1614,1736,31,56
9/29/2017 0:00,offline,UNKNOWN,1614,8712,88,99
9/29/2017 0:00,offline,VOLLEYBALL,1618,803,11,73
9/29/2017 0:00,offline,TABLE_TENNIS,1618,3010,35,86
9/29/2017 0:00,offline,KAYAK/SUP,1618,7650,90,85
9/29/2017 0:00,offline,TABLE_TENNIS,1614,901,17,53
9/29/2017 0:00,online,TABLE_TENNIS,191,360,4,90
9/29/2017 0:00,offline,SAILING,1614,1350,27,50
9/29/2017 0:00,offline,CLIMBING,1618,8544,96,89
9/29/2017 0:00,offline,BASKETBALL,1618,6734,91,74
9/29/2017 0:00,online,PILATES,191,77,1,77
9/29/2017 0:00,offline,Others,1614,1785,21,85
9/29/2017 0:00,offline,DIVING,1614,624,48,13
9/29/2017 0:00,offline,BOXING,1618,590,10,59
9/29/2017 0:00,offline,KAYAK/SUP,1614,828,23,36
9/29/2017 0:00,offline,Others,1618,2360,40,59
9/29/2017 0:00,offline,SKATE/ROLLER,1618,6650,95,70
9/29/2017 0:00,offline,UNKNOWN,1618,3724,49,76
9/29/2017 0:00,offline,YOGA,1614,5740,82,70
9/29/2017 0:00,offline,TRAIL,1618,612,34,18
9/29/2017 0:00,online,FITNESS,191,4158,77,54
9/29/2017 0:00,offline,GOLF,1618,440,22,20
9/29/2017 0:00,offline,HIKING/TREKKING,1618,7020,78,90
9/29/2017 0:00,offline,TRAIL,1614,476,34,14
9/29/2017 0:00,offline,CYCLING,1618,2720,32,85
9/29/2017 0:00,offline,SKATE/ROLLER,1614,5106,69,74
9/29/2017 0:00,online,CYCLING,191,1560,40,39
9/29/2017 0:00,online,HIKING/TREKKING,191,4026,61,66
9/29/2017 0:00,offline,RUGBY,1614,5850,90,65
9/29/2017 0:00,offline,RUGBY,1618,6450,75,86
9/30/2017 0:00,offline,HIKING/TREKKING,1618,945,21,45
9/30/2017 0:00,offline,FITNESS,1618,1369,37,37
9/30/2017 0:00,offline,HIKING/TREKKING,1614,160,2,80
9/30/2017 0:00,offline,CLIMBING,1618,2508,44,57
9/30/2017 0:00,offline,UNKNOWN,1618,1702,46,37
9/30/2017 0:00,offline,Others,1614,5940,66,90
9/30/2017 0:00,offline,SWIMMING,1618,4774,62,77
9/30/2017 0:00,offline,CYCLING,1618,3300,55,60
9/30/2017 0:00,offline,SQUASH,1618,5208,93,56
9/30/2017 0:00,offline,RUGBY,1618,1140,19,60
9/30/2017 0:00,offline,CROSSTRAIN,1614,530,53,10
9/30/2017 0:00,offline,FITNESS,1614,1216,16,76
9/30/2017 0:00,online,SAILING,191,4730,86,55
9/30/2017 0:00,offline,TENNIS,1618,3658,62,59
9/30/2017 0:00,offline,SKI,1614,1360,40,34
9/30/2017 0:00,online,SKI,191,2769,71,39
9/30/2017 0:00,offline,JOG/RUN,1614,4554,66,69
9/30/2017 0:00,offline,FOOTBALL,1614,2688,84,32
9/30/2017 0:00,offline,CLIMBING,1614,1872,26,72
9/30/2017 0:00,offline,VOLLEYBALL,1614,1400,70,20
9/30/2017 0:00,offline,BASKETBALL,1618,768,24,32
9/30/2017 0:00,offline,TRIATHLON,1614,4312,88,49
9/30/2017 0:00,offline,BASKETBALL,1614,294,49,6
9/30/2017 0:00,offline,CROSSTRAIN,1618,240,5,48
9/30/2017 0:00,offline,JOG/RUN,1618,1800,40,45
9/30/2017 0:00,offline,CYCLING,1614,1980,44,45
9/30/2017 0:00,offline,SURFING,1614,6800,80,85
9/30/2017 0:00,offline,KAYAK/SUP,1618,1800,75,24
9/30/2017 0:00,offline,TABLE_TENNIS,1614,13,1,13
9/30/2017 0:00,offline,SWIMMING,1614,3645,81,45
9/30/2017 0:00,offline,TABLE_TENNIS,1618,221,13,17
9/30/2017 0:00,offline,VOLLEYBALL,1618,5917,61,97
9/30/2017 0:00,offline,RUGBY,1614,7178,97,74
9/30/2017 0:00,online,PILATES,191,3096,72,43
9/30/2017 0:00,offline,SAILING,1614,2535,65,39
9/30/2017 0:00,online,FOOTBALL,191,4606,49,94
9/30/2017 0:00,online,GOLF,191,9016,98,92
9/30/2017 0:00,offline,BADMINTON,1618,20,1,20
9/30/2017 0:00,offline,GOLF,1618,5096,52,98
9/30/2017 0:00,online,CYCLING,191,2640,88,30
9/30/2017 0:00,online,JOG/RUN,191,2560,32,80
9/30/2017 0:00,offline,TENNIS,1614,1344,84,16
9/30/2017 0:00,offline,DIVING,1618,1131,29,39
9/30/2017 0:00,offline,TRAIL,1614,192,4,48
9/30/2017 0:00,online,SURFING,191,833,17,49
9/30/2017 0:00,offline,GOLF,1614,640,16,40
9/30/2017 0:00,offline,SKATE/ROLLER,1614,2640,44,60
9/30/2017 0:00,online,SWIMMING,191,28,2,14
9/30/2017 0:00,online,KAYAK/SUP,191,3458,91,38
9/30/2017 0:00,online,SKATE/ROLLER,191,7448,76,98
9/30/2017 0:00,offline,TRIATHLON,1618,1682,29,58
9/30/2017 0:00,offline,Others,1618,490,14,35
9/30/2017 0:00,offline,SURFING,1618,784,28,28
9/30/2017 0:00,offline,PILATES,1614,1125,25,45
9/30/2017 0:00,online,FITNESS,191,583,11,53
9/30/2017 0:00,offline,KAYAK/SUP,1614,138,46,3
9/30/2017 0:00,offline,BOXING,1618,284,4,71
9/30/2017 0:00,offline,UNKNOWN,1614,2356,76,31
9/30/2017 0:00,offline,SKI,1618,64,2,32
9/30/2017 0:00,online,Others,191,882,14,63
9/30/2017 0:00,offline,BADMINTON,1614,4898,62,79
9/30/2017 0:00,online,RUGBY,191,2656,32,83
9/30/2017 0:00,online,DIVING,191,8536,97,88
9/30/2017 0:00,offline,SKATE/ROLLER,1618,1160,40,29
9/30/2017 0:00,online,YOGA,191,24,4,6
9/30/2017 0:00,online,HIKING/TREKKING,191,988,19,52
9/30/2017 0:00,offline,YOGA,1614,1144,22,52
9/30/2017 0:00,offline,YOGA,1618,1920,64,30
9/30/2017 0:00,offline,PILATES,1618,1935,45,43
9/30/2017 0:00,online,TENNIS,191,166,2,83
9/30/2017 0:00,offline,FOOTBALL,1618,1024,16,64
9/30/2017 0:00,offline,TRAIL,1618,490,14,35
9/30/2017 0:00,offline,DIVING,1614,2548,26,98
9/30/2017 0:00,online,CROSSTRAIN,191,5032,68,74
10/1/2017 0:00,offline,SKI,1614,1092,91,12
10/1/2017 0:00,offline,TENNIS,1618,114,2,57
10/1/2017 0:00,offline,SWIMMING,1618,3686,97,38
10/1/2017 0:00,offline,SURFING,1618,16,2,8
10/1/2017 0:00,offline,PILATES,1614,6138,99,62
10/1/2017 0:00,offline,TRIATHLON,1618,335,67,5
10/1/2017 0:00,offline,TRAIL,1614,8736,96,91
10/1/2017 0:00,offline,SURFING,1614,2419,59,41
10/1/2017 0:00,offline,SKATE/ROLLER,1618,760,38,20
10/1/2017 0:00,offline,DIVING,1614,3626,37,98
10/1/2017 0:00,offline,PILATES,1618,3300,66,50
10/1/2017 0:00,offline,BASKETBALL,1614,4230,90,47
10/1/2017 0:00,offline,JOG/RUN,1614,840,20,42
10/1/2017 0:00,offline,SKI,1618,123,3,41
10/1/2017 0:00,offline,BADMINTON,1614,3196,47,68
10/1/2017 0:00,online,DIVING,191,84,6,14
10/1/2017 0:00,offline,BASKETBALL,1618,648,8,81
10/1/2017 0:00,online,SURFING,191,961,31,31
10/1/2017 0:00,offline,FOOTBALL,1618,2160,36,60
10/1/2017 0:00,offline,KAYAK/SUP,1618,1485,55,27
10/1/2017 0:00,offline,SWIMMING,1614,2170,70,31
10/1/2017 0:00,offline,BADMINTON,1618,2139,23,93
10/1/2017 0:00,offline,TRIATHLON,1614,1537,53,29
10/1/2017 0:00,offline,Others,1614,656,82,8
10/1/2017 0:00,offline,JOG/RUN,1618,2346,69,34
10/1/2017 0:00,offline,SAILING,1614,1548,43,36
10/1/2017 0:00,offline,FITNESS,1618,403,13,31
10/1/2017 0:00,offline,FOOTBALL,1614,4900,98,50
10/1/2017 0:00,offline,SKATE/ROLLER,1614,468,18,26
10/1/2017 0:00,offline,TABLE_TENNIS,1618,1140,19,60
10/1/2017 0:00,offline,GOLF,1614,588,28,21
10/1/2017 0:00,offline,RUGBY,1614,1560,26,60
10/1/2017 0:00,offline,SQUASH,1618,3354,43,78
10/1/2017 0:00,offline,KAYAK/SUP,1614,1368,38,36
10/1/2017 0:00,offline,DIVING,1618,3888,72,54
10/1/2017 0:00,offline,GOLF,1618,340,10,34
10/1/2017 0:00,offline,YOGA,1614,1820,52,35
10/1/2017 0:00,online,GOLF,191,944,16,59
10/1/2017 0:00,offline,CROSSTRAIN,1618,75,5,15
10/1/2017 0:00,offline,CLIMBING,1614,7568,88,86
10/1/2017 0:00,offline,TRAIL,1618,7840,98,80
10/1/2017 0:00,offline,TABLE_TENNIS,1614,567,9,63
10/1/2017 0:00,offline,Others,1618,3243,69,47
10/1/2017 0:00,offline,YOGA,1618,246,41,6
10/1/2017 0:00,offline,CLIMBING,1618,4672,73,64
10/1/2017 0:00,offline,SQUASH,1614,576,64,9
10/1/2017 0:00,offline,HIKING/TREKKING,1614,3040,76,40
10/1/2017 0:00,offline,BOXING,1618,812,28,29
10/1/2017 0:00,online,CYCLING,191,4752,48,99
10/1/2017 0:00,offline,UNKNOWN,1614,1218,87,14
10/1/2017 0:00,online,SKATE/ROLLER,191,7227,99,73
10/1/2017 0:00,online,YOGA,191,2130,71,30
10/1/2017 0:00,offline,RUGBY,1618,252,84,3
10/1/2017 0:00,offline,CYCLING,1618,510,30,17
10/1/2017 0:00,online,HIKING/TREKKING,191,1064,56,19
10/1/2017 0:00,offline,CROSSTRAIN,1614,46,1,46
10/1/2017 0:00,offline,FITNESS,1614,720,15,48
10/1/2017 0:00,online,FOOTBALL,191,3078,38,81
10/1/2017 0:00,offline,CYCLING,1614,760,40,19
10/1/2017 0:00,online,TRAIL,191,4312,98,44
10/1/2017 0:00,online,PILATES,191,2088,36,58
10/1/2017 0:00,online,FITNESS,191,504,18,28
10/1/2017 0:00,online,Others,191,3774,74,51
10/1/2017 0:00,offline,HIKING/TREKKING,1618,2816,88,32
10/1/2017 0:00,online,CROSSTRAIN,191,1260,14,90
10/1/2017 0:00,offline,VOLLEYBALL,1618,6693,69,97
10/1/2017 0:00,offline,TENNIS,1614,310,62,5
10/1/2017 0:00,offline,UNKNOWN,1618,4108,79,52
10/1/2017 0:00,offline,VOLLEYBALL,1614,2607,79,33
10/1/2017 0:00,online,JOG/RUN,191,2816,44,64
10/1/2017 0:00,online,SAILING,191,2109,37,57
10/2/2017 0:00,offline,CYCLING,1614,456,12,38
10/2/2017 0:00,offline,RUGBY,1614,33,3,11
10/2/2017 0:00,offline,CLIMBING,1614,372,12,31
10/2/2017 0:00,offline,HIKING/TREKKING,1618,92,46,2
10/2/2017 0:00,offline,TENNIS,1618,781,71,11
10/2/2017 0:00,offline,FITNESS,1614,1377,17,81
10/2/2017 0:00,offline,CLIMBING,1618,24,1,24
10/2/2017 0:00,online,SWIMMING,191,129,43,3
10/2/2017 0:00,offline,VOLLEYBALL,1618,1501,19,79
10/2/2017 0:00,offline,CROSSTRAIN,1618,957,29,33
10/2/2017 0:00,offline,HIKING/TREKKING,1614,7740,90,86
10/2/2017 0:00,offline,TENNIS,1614,85,1,85
10/2/2017 0:00,offline,TRAIL,1618,1220,61,20
10/2/2017 0:00,online,CROSSTRAIN,191,3298,34,97
10/2/2017 0:00,offline,JOG/RUN,1614,7488,96,78
10/2/2017 0:00,offline,SKI,1614,4602,59,78
10/2/2017 0:00,offline,TABLE_TENNIS,1618,1476,82,18
10/2/2017 0:00,offline,FOOTBALL,1614,992,62,16
10/2/2017 0:00,offline,VOLLEYBALL,1614,68,2,34
10/2/2017 0:00,offline,PILATES,1614,868,62,14
10/2/2017 0:00,offline,FITNESS,1618,4592,82,56
10/2/2017 0:00,offline,TABLE_TENNIS,1614,4930,85,58
10/2/2017 0:00,offline,UNKNOWN,1614,540,36,15
10/2/2017 0:00,offline,CYCLING,1618,4284,68,63
10/2/2017 0:00,offline,SURFING,1618,4512,96,47
10/2/2017 0:00,offline,BASKETBALL,1614,415,5,83
10/2/2017 0:00,offline,YOGA,1618,814,22,37
10/2/2017 0:00,offline,KAYAK/SUP,1618,1044,58,18
10/2/2017 0:00,online,SKI,191,5568,87,64
10/2/2017 0:00,offline,CROSSTRAIN,1614,1050,30,35
10/2/2017 0:00,offline,SWIMMING,1618,2556,36,71
10/2/2017 0:00,offline,TRIATHLON,1618,5720,88,65
10/2/2017 0:00,online,BADMINTON,191,2698,38,71
10/2/2017 0:00,offline,PILATES,1618,2190,30,73
10/2/2017 0:00,offline,BASKETBALL,1618,594,22,27
10/2/2017 0:00,offline,BADMINTON,1614,2910,30,97
10/2/2017 0:00,offline,SKI,1618,1281,61,21
10/2/2017 0:00,offline,UNKNOWN,1618,315,5,63
10/2/2017 0:00,online,PILATES,191,1680,35,48
10/2/2017 0:00,online,SKATE/ROLLER,191,5146,83,62
10/2/2017 0:00,offline,Others,1614,1380,15,92
10/2/2017 0:00,offline,GOLF,1614,4891,67,73
10/2/2017 0:00,online,DIVING,191,1147,37,31
10/2/2017 0:00,online,YOGA,191,750,75,10
10/2/2017 0:00,online,JOG/RUN,191,770,11,70
10/2/2017 0:00,offline,KAYAK/SUP,1614,8064,96,84
10/2/2017 0:00,offline,FOOTBALL,1618,585,15,39
10/2/2017 0:00,offline,BOXING,1618,2888,76,38
10/2/2017 0:00,offline,BADMINTON,1618,756,54,14
10/2/2017 0:00,offline,TRIATHLON,1614,850,17,50
10/2/2017 0:00,offline,SWIMMING,1614,1008,14,72
10/2/2017 0:00,online,Others,191,108,12,9
10/2/2017 0:00,offline,DIVING,1618,36,12,3
10/2/2017 0:00,online,HIKING/TREKKING,191,2538,54,47
10/2/2017 0:00,offline,SKATE/ROLLER,1618,408,34,12
10/2/2017 0:00,offline,SURFING,1614,1232,77,16
10/2/2017 0:00,online,FOOTBALL,191,616,77,8
10/2/2017 0:00,online,CYCLING,191,196,2,98
10/2/2017 0:00,offline,JOG/RUN,1618,1288,92,14
10/2/2017 0:00,offline,DIVING,1614,1225,25,49
10/2/2017 0:00,offline,TRAIL,1614,462,11,42
10/2/2017 0:00,offline,YOGA,1614,3395,97,35
10/2/2017 0:00,offline,SKATE/ROLLER,1614,594,6,99
10/2/2017 0:00,offline,Others,1618,3528,84,42
10/2/2017 0:00,offline,GOLF,1618,738,82,9
10/2/2017 0:00,offline,RUGBY,1618,3780,60,63
10/2/2017 0:00,online,FITNESS,191,2697,29,93
10/3/2017 0:00,offline,HIKING/TREKKING,1614,3822,91,42
10/3/2017 0:00,offline,YOGA,1618,2860,44,65
10/3/2017 0:00,offline,UNKNOWN,1618,2052,27,76
10/3/2017 0:00,offline,SWIMMING,1618,3230,34,95
10/3/2017 0:00,offline,HIKING/TREKKING,1618,4732,52,91
10/3/2017 0:00,offline,FITNESS,1618,4608,64,72
10/3/2017 0:00,offline,TRIATHLON,1614,1961,53,37
10/3/2017 0:00,offline,CROSSTRAIN,1618,3956,86,46
10/3/2017 0:00,offline,CROSSTRAIN,1614,1632,48,34
10/3/2017 0:00,offline,CYCLING,1618,2158,26,83
10/3/2017 0:00,offline,SWIMMING,1614,5670,81,70
10/3/2017 0:00,online,CROSSTRAIN,191,559,43,13
10/3/2017 0:00,offline,Others,1614,558,31,18
10/3/2017 0:00,offline,JOG/RUN,1618,3977,41,97
10/3/2017 0:00,offline,SKI,1614,496,16,31
10/3/2017 0:00,offline,RUGBY,1614,679,7,97
10/3/2017 0:00,offline,GOLF,1614,1892,43,44
10/3/2017 0:00,offline,TABLE_TENNIS,1614,2050,82,25
10/3/2017 0:00,online,SWIMMING,191,961,31,31
10/3/2017 0:00,offline,CLIMBING,1614,2024,44,46
10/3/2017 0:00,offline,TENNIS,1618,7425,75,99
10/3/2017 0:00,offline,Others,1618,6160,70,88
10/3/2017 0:00,offline,SKI,1618,231,21,11
10/3/2017 0:00,offline,SKATE/ROLLER,1614,1600,50,32
10/3/2017 0:00,offline,BADMINTON,1614,450,18,25
10/3/2017 0:00,online,TRIATHLON,191,83,83,1
10/3/2017 0:00,offline,FITNESS,1614,4392,72,61
10/3/2017 0:00,offline,VOLLEYBALL,1618,144,6,24
